,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Squad,League
1529,Tete Morente,es ESP,"FW,MF",27.0,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1,Matches,Lecce,Serie-A
1530,Santiago Pierotti,ar ARG,FW,23.0,21.5,4,32,7,21.9,1.49,0.33,0.13,0.57,15.1,0,0,0,3.1,3.1,0.1,0.9,0.9,Matches,Lecce,Serie-A
1531,Patrick Dorgu,dk DEN,"DF,FW",19.0,20.4,3,36,10,27.8,1.76,0.49,0.08,0.3,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3,Matches,Lecce,Serie-A
1532,Ylber Ramadani,al ALB,MF,28.0,20.1,1,17,6,35.3,0.85,0.3,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches,Lecce,Serie-A
1533,Balthazar Pierret,fr FRA,MF,24.0,19.1,0,6,0,0.0,0.31,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Lecce,Serie-A
1534,Gaby Jean,fr FRA,DF,24.0,15.4,0,1,1,100.0,0.06,0.06,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,Lecce,Serie-A
1535,Hamza Rafia,tn TUN,MF,25.0,11.8,0,10,2,20.0,0.85,0.17,0.0,0.0,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,Lecce,Serie-A
1536,Þórir Jóhann Helgason,is ISL,MF,23.0,12.8,0,16,5,31.3,1.25,0.39,0.0,0.0,20.8,5,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,Lecce,Serie-A
1537,Ante Rebić,hr CRO,"FW,MF",30.0,8.8,1,13,5,38.5,1.48,0.57,0.08,0.2,16.7,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,Lecce,Serie-A
1538,Medon Berisha,al ALB,MF,20.0,8.0,0,24,6,25.0,3.02,0.75,0.0,0.0,26.7,2,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches,Lecce,Serie-A
1539,Lameck Banda,zm ZAM,"FW,MF",23.0,6.8,0,17,4,23.5,2.51,0.59,0.0,0.0,19.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,Lecce,Serie-A
1540,Jesper Karlsson,se SWE,FW,26.0,5.5,1,9,4,44.4,1.64,0.73,0.0,0.0,22.1,2,1,1,1.5,0.7,0.07,-0.5,-0.7,Matches,Lecce,Serie-A
1541,Remi Oudin,fr FRA,"MF,FW",27.0,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,28.0,2,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Lecce,Serie-A
1542,Mohamed Kaba,fr FRA,MF,22.0,5.0,0,4,0,0.0,0.8,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,Lecce,Serie-A
1543,Danilo Veiga,pt POR,DF,21.0,4.2,0,5,0,0.0,1.2,0.0,0.0,,17.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,Lecce,Serie-A
1544,Konan N'dri,ci CIV,"FW,MF",23.0,3.4,0,9,2,22.2,2.65,0.59,0.0,0.0,19.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,Lecce,Serie-A
1545,Valentin Gendrey,fr FRA,DF,24.0,2.0,0,2,0,0.0,1.0,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,Lecce,Serie-A
1546,Andy Pelmard,fr FRA,DF,24.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Lecce,Serie-A
1547,Tiago Gabriel,pt POR,DF,19.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Lecce,Serie-A
1548,Marco Sala,it ITA,DF,25.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Lecce,Serie-A
1549,Kevin Bonifazi,it ITA,DF,28.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Lecce,Serie-A
1550,Nicola Sansone,it ITA,"MF,FW",32.0,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,Lecce,Serie-A
1551,Rareș-Cătălin Burnete,ro ROU,FW,20.0,0.3,0,1,0,0.0,3.21,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,Lecce,Serie-A
1552,Filip Marchwiński,pl POL,MF,22.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Lecce,Serie-A
1553,Mike Maignan,fr FRA,GK,29.0,36.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1554,Tijjani Reijnders,nl NED,MF,26.0,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.1,2.5,2.5,Matches,Milan,Serie-A
1555,Theo Hernández,fr FRA,DF,26.0,30.0,4,43,14,32.6,1.44,0.47,0.09,0.29,22.4,3,0,1,2.7,1.9,0.04,1.3,2.1,Matches,Milan,Serie-A
1556,Youssouf Fofana,fr FRA,MF,25.0,27.8,1,36,5,13.9,1.29,0.18,0.03,0.2,26.2,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches,Milan,Serie-A
1557,Christian Pulisic,us USA,"FW,MF",25.0,27.5,11,53,20,37.7,1.92,0.73,0.15,0.4,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9,Matches,Milan,Serie-A
1558,Rafael Leão,pt POR,FW,25.0,25.8,8,66,29,43.9,2.56,1.12,0.12,0.28,16.6,0,0,0,7.6,7.6,0.11,0.4,0.4,Matches,Milan,Serie-A
1559,Matteo Gabbia,it ITA,DF,24.0,23.9,2,14,4,28.6,0.59,0.17,0.14,0.5,11.3,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,Milan,Serie-A
1560,Strahinja Pavlović,rs SRB,DF,23.0,20.7,2,17,8,47.1,0.82,0.39,0.12,0.25,15.7,1,0,0,1.8,1.8,0.11,0.2,0.2,Matches,Milan,Serie-A
1561,Malick Thiaw,de GER,DF,22.0,20.1,0,7,0,0.0,0.35,0.0,0.0,,9.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,Milan,Serie-A
1562,Fikayo Tomori,eng ENG,DF,26.0,17.7,0,2,0,0.0,0.11,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Milan,Serie-A
1563,Yunus Musah,us USA,"MF,FW",21.0,17.5,0,22,5,22.7,1.26,0.29,0.0,0.0,19.5,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches,Milan,Serie-A
1564,Emerson,br BRA,DF,25.0,15.3,0,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Milan,Serie-A
1565,Alejandro Jiménez,es ESP,"DF,FW",19.0,14.1,0,15,5,33.3,1.07,0.36,0.0,0.0,22.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,Milan,Serie-A
1566,Álvaro Morata,es ESP,"FW,MF",31.0,12.2,5,27,10,37.0,2.21,0.82,0.19,0.5,11.3,0,0,0,3.9,3.9,0.15,1.1,1.1,Matches,Milan,Serie-A
1567,Tammy Abraham,eng ENG,FW,26.0,13.1,3,26,11,42.3,1.98,0.84,0.08,0.18,13.4,0,1,2,7.1,5.4,0.21,-4.1,-3.4,Matches,Milan,Serie-A
1568,Ruben Loftus-Cheek,eng ENG,MF,28.0,11.5,0,9,2,22.2,0.78,0.17,0.0,0.0,16.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,Milan,Serie-A
1569,Samuel Chukwueze,ng NGA,"FW,MF",25.0,10.3,3,32,8,25.0,3.11,0.78,0.09,0.38,19.5,0,0,0,2.7,2.7,0.08,0.3,0.3,Matches,Milan,Serie-A
1570,João Félix,pt POR,MF,24.0,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1,0,0,2.7,2.7,0.09,-0.7,-0.7,Matches,Milan,Serie-A
1571,Santiago Giménez,mx MEX,FW,23.0,7.4,5,22,9,40.9,2.96,1.21,0.23,0.56,13.5,0,0,1,4.8,4.0,0.18,0.2,1.0,Matches,Milan,Serie-A
1572,Kyle Walker,eng ENG,DF,34.0,7.3,0,2,0,0.0,0.27,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Milan,Serie-A
1573,Luka Jović,rs SRB,"FW,MF",26.0,6.2,2,11,4,36.4,1.78,0.65,0.18,0.5,12.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4,Matches,Milan,Serie-A
1574,Filippo Terracciano,it ITA,"DF,MF",21.0,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Milan,Serie-A
1575,Noah Okafor,ch SUI,FW,24.0,4.6,1,13,7,53.8,2.83,1.52,0.08,0.14,14.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,Milan,Serie-A
1576,Davide Calabria,it ITA,DF,27.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,16.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,Milan,Serie-A
1577,Ismaël Bennacer,dz ALG,MF,26.0,3.3,0,3,2,66.7,0.9,0.6,0.0,0.0,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Milan,Serie-A
1578,Warren Bondo,fr FRA,MF,20.0,1.8,0,1,1,100.0,0.56,0.56,0.0,0.0,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Milan,Serie-A
1579,Francesco Camarda,it ITA,"FW,MF",16.0,2.3,0,8,1,12.5,3.5,0.44,0.0,0.0,14.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Milan,Serie-A
1580,Marco Sportiello,it ITA,GK,32.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1581,Riccardo Sottil,it ITA,"FW,MF",25.0,1.4,0,2,0,0.0,1.46,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,Milan,Serie-A
1582,Davide Bartesaghi,it ITA,DF,18.0,1.3,0,1,1,100.0,0.76,0.76,0.0,0.0,24.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Milan,Serie-A
1583,Alexis Saelemaekers,be BEL,"DF,FW",25.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1584,Mattia Liberali,it ITA,MF,17.0,0.7,0,2,0,0.0,2.95,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Milan,Serie-A
1585,Kevin Zeroli,it ITA,MF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1586,Alessandro Florenzi,it ITA,FW,33.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1587,Bob Murphy Omoregbe,it ITA,MF,20.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Milan,Serie-A
1588,Giorgos Kyriakopoulos,gr GRE,DF,28.0,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,21.5,4,0,0,0.9,0.9,0.03,1.1,1.1,Matches,Monza,Serie-A
1589,Pedro Pereira,pt POR,DF,26.0,29.6,1,13,6,46.2,0.44,0.2,0.08,0.17,15.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,Monza,Serie-A
1590,Stefano Turati,it ITA,GK,22.0,29.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1591,Alessandro Bianco,it ITA,MF,21.0,28.9,1,26,6,23.1,0.9,0.21,0.04,0.17,23.7,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,Monza,Serie-A
1592,Armando Izzo,it ITA,DF,32.0,27.1,1,6,2,33.3,0.22,0.07,0.17,0.5,13.7,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches,Monza,Serie-A
1593,Andrea Carboni,it ITA,DF,23.0,24.3,0,8,1,12.5,0.33,0.04,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Monza,Serie-A
1594,Dany Mota,pt POR,"FW,MF",26.0,23.4,5,42,11,26.2,1.8,0.47,0.12,0.45,13.1,0,0,0,5.1,5.1,0.12,-0.1,-0.1,Matches,Monza,Serie-A
1595,Pablo Marí,es ESP,DF,30.0,18.1,0,2,0,0.0,0.11,0.0,0.0,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,Monza,Serie-A
1596,Warren Bondo,fr FRA,MF,20.0,18.0,0,13,1,7.7,0.72,0.06,0.0,0.0,25.9,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,Monza,Serie-A
1597,Gianluca Caprari,it ITA,"MF,FW",31.0,18.3,3,28,9,32.1,1.53,0.49,0.04,0.11,22.0,2,2,2,4.2,2.6,0.09,-1.2,-1.6,Matches,Monza,Serie-A
1598,Samuele Birindelli,it ITA,"DF,MF",25.0,16.3,3,16,10,62.5,0.98,0.61,0.19,0.3,15.4,0,0,0,2.1,2.1,0.13,0.9,0.9,Matches,Monza,Serie-A
1599,Daniel Maldini,it ITA,"MF,FW",22.0,14.5,3,39,13,33.3,2.69,0.9,0.08,0.23,19.7,5,0,0,4.8,4.8,0.13,-1.8,-1.8,Matches,Monza,Serie-A
1600,Milan Đurić,ba BIH,FW,34.0,14.1,4,23,10,43.5,1.63,0.71,0.17,0.4,11.7,0,0,0,2.9,2.9,0.13,1.1,1.1,Matches,Monza,Serie-A
1601,Patrick Ciurria,it ITA,"MF,DF",29.0,12.3,1,11,2,18.2,0.89,0.16,0.09,0.5,21.0,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches,Monza,Serie-A
1602,Danilo D'Ambrosio,it ITA,DF,35.0,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,Monza,Serie-A
1603,Jean-Daniel Akpa-Akpro,ci CIV,MF,31.0,10.7,0,4,2,50.0,0.37,0.19,0.0,0.0,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,Monza,Serie-A
1604,Luca Caldirola,it ITA,DF,33.0,9.7,0,4,2,50.0,0.41,0.21,0.0,0.0,19.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Monza,Serie-A
1605,Matteo Pessina,it ITA,MF,27.0,9.5,0,3,0,0.0,0.32,0.0,0.0,,24.2,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Monza,Serie-A
1606,Semuel Pizzignacco,it ITA,GK,22.0,8.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1607,Keita Baldé,sn SEN,FW,29.0,7.1,2,14,5,35.7,1.97,0.71,0.14,0.4,15.5,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,Monza,Serie-A
1608,Gaetano Castrovilli,it ITA,MF,27.0,6.6,0,6,0,0.0,0.91,0.0,0.0,,17.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Monza,Serie-A
1609,Kacper Urbanski,pl POL,MF,19.0,5.6,0,5,1,20.0,0.9,0.18,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Monza,Serie-A
1610,Tomás Palacios,ar ARG,DF,21.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,25.8,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Monza,Serie-A
1611,Kevin Zeroli,it ITA,MF,19.0,4.4,0,6,1,16.7,1.37,0.23,0.0,0.0,13.0,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches,Monza,Serie-A
1612,Silvère Ganvoula M'Boussy,cg CGO,FW,28.0,3.6,0,4,1,25.0,1.1,0.28,0.0,0.0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,Monza,Serie-A
1613,Samuele Vignato,it ITA,MF,20.0,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,13.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Monza,Serie-A
1614,Stefan Lekovic,rs SRB,DF,20.0,4.1,0,3,0,0.0,0.74,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Monza,Serie-A
1615,Arvid Brorsson,se SWE,DF,25.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1616,Andrea Petagna,it ITA,FW,29.0,3.7,0,4,0,0.0,1.07,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Monza,Serie-A
1617,Stefano Sensi,it ITA,MF,28.0,3.0,1,6,1,16.7,1.97,0.33,0.0,0.0,30.6,1,1,1,0.9,0.2,0.03,0.1,-0.2,Matches,Monza,Serie-A
1618,Omari Forson,eng ENG,"MF,FW",20.0,2.5,0,5,1,20.0,2.02,0.4,0.0,0.0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Monza,Serie-A
1619,Kevin Martins,it ITA,"MF,DF",19.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1620,Mirko Marić,hr CRO,"FW,MF",29.0,1.2,0,1,0,0.0,0.85,0.0,0.0,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,Monza,Serie-A
1621,Roberto Gagliardini,it ITA,"MF,DF",30.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1622,Mattia Valoti,it ITA,MF,30.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1623,Andrea Mazza,it ITA,GK,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Monza,Serie-A
1624,Amir Rrahmani,xk KVX,DF,30.0,37.8,1,28,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9,Matches,Napoli,Serie-A
1625,Giovanni Di Lorenzo,it ITA,DF,30.0,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,11.4,0,0,0,2.8,2.8,0.15,0.2,0.2,Matches,Napoli,Serie-A
1626,Romelu Lukaku,be BEL,FW,31.0,31.6,14,60,20,33.3,1.9,0.63,0.18,0.55,14.3,1,3,4,13.0,9.8,0.17,1.0,1.2,Matches,Napoli,Serie-A
1627,Alex Meret,it ITA,GK,27.0,33.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Napoli,Serie-A
1628,Matteo Politano,it ITA,"FW,MF",30.0,31.2,3,56,14,25.0,1.8,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1,Matches,Napoli,Serie-A
1629,Scott McTominay,sct SCO,MF,27.0,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2,0,0,7.4,7.4,0.1,4.6,4.6,Matches,Napoli,Serie-A
1630,Andre-Frank Zambo Anguissa,cm CMR,MF,28.0,31.7,6,44,12,27.3,1.39,0.38,0.14,0.5,16.7,0,0,0,4.4,4.4,0.1,1.6,1.6,Matches,Napoli,Serie-A
1631,Stanislav Lobotka,sk SVK,MF,29.0,29.3,0,7,0,0.0,0.24,0.0,0.0,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Napoli,Serie-A
1632,Mathías Olivera,uy URU,DF,26.0,26.3,0,16,2,12.5,0.61,0.08,0.0,0.0,16.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches,Napoli,Serie-A
1633,Alessandro Buongiorno,it ITA,DF,25.0,21.4,1,8,4,50.0,0.37,0.19,0.13,0.25,11.0,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,Napoli,Serie-A
1634,Leonardo Spinazzola,it ITA,"DF,FW",31.0,16.9,1,12,4,33.3,0.71,0.24,0.08,0.25,17.1,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,Napoli,Serie-A
1635,Khvicha Kvaratskhelia,ge GEO,"FW,MF",23.0,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,0.9,0.6,Matches,Napoli,Serie-A
1636,David Neres,br BRA,FW,27.0,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,18.1,0,0,0,2.7,2.7,0.09,-0.7,-0.7,Matches,Napoli,Serie-A
1637,Billy Gilmour,sct SCO,MF,23.0,13.1,0,9,1,11.1,0.69,0.08,0.0,0.0,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,Napoli,Serie-A
1638,Juan Jesus,br BRA,DF,33.0,11.9,0,3,0,0.0,0.25,0.0,0.0,,7.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,Napoli,Serie-A
1639,Giacomo Raspadori,it ITA,"FW,MF",24.0,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,16.0,2,0,0,4.0,4.0,0.1,2.0,2.0,Matches,Napoli,Serie-A
1640,Pasquale Mazzocchi,it ITA,"DF,FW",29.0,7.8,0,3,1,33.3,0.38,0.13,0.0,0.0,13.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,Napoli,Serie-A
1641,Elia Caprile,it ITA,GK,22.0,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Napoli,Serie-A
1642,Giovanni Simeone,ar ARG,FW,29.0,4.7,1,13,3,23.1,2.79,0.64,0.08,0.33,16.0,0,0,0,2.6,2.6,0.2,-1.6,-1.6,Matches,Napoli,Serie-A
1643,Cyril Ngonge,be BEL,FW,24.0,2.4,0,13,6,46.2,5.42,2.5,0.0,0.0,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,Napoli,Serie-A
1644,Philip Billing,dk DEN,MF,28.0,2.2,1,6,3,50.0,2.74,1.37,0.17,0.33,14.5,2,0,0,1.5,1.5,0.27,-0.5,-0.5,Matches,Napoli,Serie-A
1645,Rafa Marín,es ESP,DF,22.0,1.6,0,2,1,50.0,1.27,0.63,0.0,0.0,16.6,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,Napoli,Serie-A
1646,Simone Scuffet,it ITA,GK,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Napoli,Serie-A
1647,Noah Okafor,ch SUI,"FW,MF",24.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Napoli,Serie-A
1648,Michael Folorunsho,it ITA,"FW,MF",26.0,0.4,0,1,0,0.0,2.57,0.0,0.0,,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,Napoli,Serie-A
1649,Walid Cheddira,ma MAR,FW,26.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Napoli,Serie-A
1650,Alessio Zerbin,it ITA,"FW,DF",25.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Napoli,Serie-A
1651,Zion Suzuki,jp JPN,GK,21.0,36.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,Parma,Serie-A
1652,Simon Sohm,ch SUI,MF,23.0,33.2,4,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0,0,0,3.1,3.1,0.09,0.9,0.9,Matches,Parma,Serie-A
1653,Emanuele Valeri,it ITA,DF,25.0,31.9,2,26,4,15.4,0.81,0.13,0.04,0.25,24.4,1,1,1,1.8,1.0,0.04,0.2,0.0,Matches,Parma,Serie-A
1654,Enrico Del Prato,it ITA,DF,24.0,32.7,4,12,5,41.7,0.37,0.15,0.33,0.8,12.0,0,0,0,2.0,2.0,0.17,2.0,2.0,Matches,Parma,Serie-A
1655,Ange-Yoan Bonny,fr FRA,FW,20.0,28.1,6,61,19,31.1,2.17,0.68,0.07,0.21,16.7,0,2,3,9.4,7.1,0.12,-3.4,-3.1,Matches,Parma,Serie-A
1656,Mandela Keita,be BEL,MF,22.0,20.3,0,5,4,80.0,0.25,0.2,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Parma,Serie-A
1657,Botond Balogh,hu HUN,DF,22.0,22.8,0,3,0,0.0,0.13,0.0,0.0,,5.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches,Parma,Serie-A
1658,Dennis Man,ro ROU,"FW,MF",25.0,22.2,4,49,20,40.8,2.21,0.9,0.08,0.2,17.1,0,0,0,5.5,5.5,0.11,-1.5,-1.5,Matches,Parma,Serie-A
1659,Matteo Cancellieri,it ITA,"FW,MF",22.0,15.8,3,22,7,31.8,1.39,0.44,0.14,0.43,17.6,0,0,0,2.7,2.7,0.12,0.3,0.3,Matches,Parma,Serie-A
1660,Lautaro Valenti,ar ARG,DF,25.0,17.3,1,7,2,28.6,0.4,0.12,0.14,0.5,22.1,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,Parma,Serie-A
1661,Adrian Bernabe,es ESP,MF,23.0,16.1,1,27,5,18.5,1.67,0.31,0.04,0.2,26.2,7,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,Parma,Serie-A
1662,Valentin Mihaila,ro ROU,"FW,MF",24.0,14.3,0,31,11,35.5,2.17,0.77,0.0,0.0,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4,Matches,Parma,Serie-A
1663,Hernani,br BRA,MF,30.0,14.7,3,17,3,17.6,1.15,0.2,0.0,0.0,33.1,7,3,3,2.8,0.5,0.03,0.2,-0.5,Matches,Parma,Serie-A
1664,Giovanni Leoni,it ITA,DF,17.0,13.3,1,2,1,50.0,0.15,0.08,0.5,1.0,9.6,0,0,0,0.1,0.1,0.07,0.9,0.9,Matches,Parma,Serie-A
1665,Woyo Coulibaly,ml MLI,DF,25.0,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Parma,Serie-A
1666,Antoine Hainaut,fr FRA,"DF,FW",22.0,13.4,2,6,3,50.0,0.45,0.22,0.33,0.67,19.1,0,0,0,0.8,0.8,0.14,1.2,1.2,Matches,Parma,Serie-A
1667,Pontus Almqvist,se SWE,"FW,MF",25.0,12.4,1,26,9,34.6,2.1,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches,Parma,Serie-A
1668,Alessandro Vogliacco,it ITA,DF,25.0,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,Parma,Serie-A
