,Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Squad,League
2162,Marquinhos,br BRA,DF,30-363,18.4,1902,174,597,1206,104,10,1902,4,3,75.0,1,25.0,1272,6148,4103,25,25,0,3,1,1529,3,Matches,Paris-Saint-Germain,Ligue-1
2163,Nuno Mendes,pt POR,DF,22-327,17.6,1617,52,362,836,435,39,1617,49,27,55.1,21,42.9,940,4540,2976,51,40,10,27,21,1157,99,Matches,Paris-Saint-Germain,Ligue-1
2164,Gonçalo Ramos,pt POR,FW,23-326,11.7,346,6,26,107,215,96,344,11,1,9.1,9,81.8,150,715,315,10,4,4,16,11,275,63,Matches,Paris-Saint-Germain,Ligue-1
2165,Lucas Hernández,fr FRA,DF,29-087,9.7,1004,64,319,627,62,2,1004,3,2,66.7,0,0.0,541,2346,1344,6,11,0,5,2,746,4,Matches,Paris-Saint-Germain,Ligue-1
2166,Khvicha Kvaratskhelia,ge GEO,FW,24-089,9.2,600,4,31,223,355,61,600,46,20,43.5,23,50.0,392,2530,1267,43,31,25,16,24,493,115,Matches,Paris-Saint-Germain,Ligue-1
2167,Matvei Safonov,ru RUS,GK,26-076,9.8,326,264,320,6,0,0,326,0,0,,0,,203,910,535,0,0,0,0,0,181,0,Matches,Paris-Saint-Germain,Ligue-1
2168,Senny Mayulu,fr FRA,MF,18-360,8.6,575,17,74,258,247,38,575,33,15,45.5,17,51.5,329,1635,694,27,17,8,21,21,424,55,Matches,Paris-Saint-Germain,Ligue-1
2169,Marco Asensio,es ESP,"FW,MF",29-111,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,Matches,Paris-Saint-Germain,Ligue-1
2170,Milan Škriniar,sk SVK,DF,30-090,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0,Matches,Paris-Saint-Germain,Ligue-1
2171,Ibrahim Mbaye,fr FRA,"FW,MF",17-108,3.8,198,2,23,79,98,16,198,16,5,31.3,11,68.8,161,1031,433,15,10,7,10,11,170,54,Matches,Paris-Saint-Germain,Ligue-1
2172,Randal Kolo Muani,fr FRA,FW,26-158,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35,Matches,Paris-Saint-Germain,Ligue-1
2173,Yoram Zague,fr FRA,"DF,FW",18-362,2.0,203,3,44,124,36,5,203,2,2,100.0,0,0.0,148,629,313,5,1,1,1,0,158,17,Matches,Paris-Saint-Germain,Ligue-1
2174,Axel Tapé,fr FRA,"DF,MF",17-275,2.0,174,11,58,107,12,0,174,3,1,33.3,2,66.7,129,657,244,1,2,0,5,2,143,1,Matches,Paris-Saint-Germain,Ligue-1
2175,Arnau Tenas,es ESP,GK,23-347,1.0,33,22,30,3,0,0,33,0,0,,0,,28,153,120,0,0,0,0,0,21,0,Matches,Paris-Saint-Germain,Ligue-1
2176,Noham Kamara,fr FRA,DF,18-110,0.8,84,3,37,44,3,0,84,0,0,,0,,56,381,170,2,1,0,0,0,60,0,Matches,Paris-Saint-Germain,Ligue-1
2177,Presnel Kimpembe,fr FRA,DF,29-272,0.3,24,5,18,6,0,0,24,0,0,,0,,12,76,54,0,0,0,0,0,16,0,Matches,Paris-Saint-Germain,Ligue-1
2178,Yehvann Diouf,fr FRA,GK,25-177,33.0,1296,1043,1279,16,1,1,1296,2,2,100.0,0,0.0,672,3445,2088,0,0,0,1,0,570,0,Matches,Reims,Ligue-1
2179,Valentin Atangana Edoa,fr FRA,MF,19-260,30.7,1411,112,449,752,228,53,1411,47,14,29.8,28,59.6,728,4718,2190,40,34,8,55,23,881,38,Matches,Reims,Ligue-1
2180,Keito Nakamura,jp JPN,"FW,MF",24-288,29.4,1110,28,179,391,554,129,1110,78,30,38.5,45,57.7,675,4372,2356,90,45,33,67,43,776,197,Matches,Reims,Ligue-1
2181,Junya Ito,jp JPN,"FW,MF",32-064,29.1,1511,16,213,538,793,82,1511,106,45,42.5,54,50.9,825,5525,2968,100,73,24,85,36,1023,255,Matches,Reims,Ligue-1
2182,Sergio Akieme,es ESP,DF,27-147,27.0,1409,96,513,541,368,32,1409,31,13,41.9,17,54.8,699,4273,2342,54,35,5,27,18,804,93,Matches,Reims,Ligue-1
2183,Cédric Kipré,ci CIV,DF,28-154,23.3,1565,232,824,684,69,16,1565,11,10,90.9,1,9.1,912,5358,2821,16,14,0,15,3,1049,3,Matches,Reims,Ligue-1
2184,Aurélio Buta,pt POR,DF,28-091,21.2,1178,66,339,554,296,14,1178,22,9,40.9,11,50.0,539,2549,1231,28,21,4,27,7,665,63,Matches,Reims,Ligue-1
2185,Oumar Diakité,ci CIV,FW,21-143,18.1,579,13,73,282,238,57,578,57,20,35.1,35,61.4,319,1848,728,24,20,4,64,38,397,93,Matches,Reims,Ligue-1
2186,Marshall Munetsi,zw ZIM,MF,28-324,18.8,594,40,139,271,187,60,594,12,6,50.0,6,50.0,206,666,247,8,7,2,26,5,294,48,Matches,Reims,Ligue-1
2187,Joseph Okumu,ke KEN,DF,27-351,17.8,1300,170,620,623,70,14,1300,18,14,77.8,2,11.1,695,4195,2590,18,17,0,12,2,803,1,Matches,Reims,Ligue-1
2188,Amadou Koné,ml MLI,MF,19-363,13.6,757,57,228,447,97,3,757,25,15,60.0,6,24.0,453,2922,1361,19,15,0,18,11,511,10,Matches,Reims,Ligue-1
2189,Emmanuel Agbadou,ci CIV,DF,27-329,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,Matches,Reims,Ligue-1
2190,Mory Gbane,ci CIV,"DF,MF",24-138,11.5,666,101,326,290,54,6,666,7,5,71.4,2,28.6,357,2106,1019,3,12,0,7,4,403,9,Matches,Reims,Ligue-1
2191,Nhoa Sangui,fr FRA,"DF,MF",19-074,12.6,700,29,219,329,160,9,700,19,10,52.6,8,42.1,358,1977,1091,21,17,3,16,15,436,53,Matches,Reims,Ligue-1
2192,Teddy Teuma,mt MLT,MF,31-224,8.3,722,19,141,359,224,12,721,12,3,25.0,9,75.0,350,1344,569,9,4,0,11,11,502,34,Matches,Reims,Ligue-1
2193,Hiroki Sekine,jp JPN,DF,22-274,8.9,596,59,228,235,140,10,596,10,5,50.0,3,30.0,320,1701,899,20,14,2,12,10,375,40,Matches,Reims,Ligue-1
2194,Yaya Kader Fofana,ml MLI,"MF,FW",20-334,7.0,317,7,78,156,92,17,317,22,14,63.6,8,36.4,209,1359,773,19,12,6,14,8,220,29,Matches,Reims,Ligue-1
2195,Mamadou Diakhon,fr FRA,"FW,MF",19-232,9.5,379,8,42,137,217,46,379,61,25,41.0,31,50.8,288,3150,1568,61,37,32,29,13,299,77,Matches,Reims,Ligue-1
2196,John Joe,ie IRL,MF,21-200,5.8,294,13,94,141,70,5,294,16,6,37.5,9,56.3,141,846,425,6,7,1,5,9,167,8,Matches,Reims,Ligue-1
2197,Jordan Pefok,us USA,FW,29-016,3.5,77,4,14,32,31,16,77,4,2,50.0,1,25.0,47,173,53,2,0,1,5,8,53,7,Matches,Reims,Ligue-1
2198,Amine Salama,fr FRA,FW,24-298,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,Matches,Reims,Ligue-1
2199,Hafiz Ibrahim,ng NGA,FW,19-143,4.1,103,4,19,41,47,16,103,8,3,37.5,4,50.0,47,244,103,6,2,4,17,8,57,15,Matches,Reims,Ligue-1
2200,Thibault De Smet,be BEL,DF,26-341,2.1,146,24,79,62,6,1,146,1,0,0.0,1,100.0,83,379,212,1,0,0,2,0,94,2,Matches,Reims,Ligue-1
2201,Ange Martial Tia,ml MLI,MF,18-173,1.5,80,5,21,31,32,3,80,6,3,50.0,3,50.0,36,173,98,2,2,0,3,2,41,6,Matches,Reims,Ligue-1
2202,Malcolm Jeng,se SWE,DF,20-064,1.2,57,15,39,16,2,0,57,0,0,,0,,25,88,58,0,0,0,0,0,33,0,Matches,Reims,Ligue-1
2203,Abdoul Koné,fr FRA,DF,20-020,1.5,86,11,38,39,9,1,86,2,1,50.0,1,50.0,39,150,25,0,0,0,5,1,42,1,Matches,Reims,Ligue-1
2204,Gabriel Moscardo,br BRA,"MF,DF",19-226,0.9,54,0,14,31,9,2,54,2,1,50.0,1,50.0,29,151,62,1,0,0,3,3,36,3,Matches,Reims,Ligue-1
2205,Reda Khadra,de GER,"MF,FW",23-312,0.9,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7,Matches,Reims,Ligue-1
2206,Niama Sissoko,ml MLI,"FW,MF",19-147,0.5,24,0,1,9,14,6,24,2,0,0.0,2,100.0,14,59,17,1,0,0,4,2,15,2,Matches,Reims,Ligue-1
2207,Martin Adeline,fr FRA,MF,21-161,0.3,14,2,8,4,2,1,14,0,0,,0,,6,35,9,1,0,1,0,0,9,1,Matches,Reims,Ligue-1
2208,Eloge Zabi,ci CIV,"DF,MF",18-230,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1,Matches,Reims,Ligue-1
2209,Mohamed Daramy,dk DEN,FW,23-125,0.2,8,1,1,4,3,3,8,0,0,,0,,5,59,45,3,0,3,2,1,7,2,Matches,Reims,Ligue-1
2210,Mohamed Bamba,ci CIV,MF,20-216,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0,Matches,Reims,Ligue-1
2211,Ike Orazi,ie IRL,MF,17-335,0.0,2,0,0,0,2,0,2,1,0,0.0,1,100.0,2,21,19,1,1,0,0,0,2,1,Matches,Reims,Ligue-1
2212,Adrien Truffert,fr FRA,"DF,MF",23-173,29.6,1845,68,430,765,663,56,1845,41,14,34.1,21,51.2,941,4909,2444,65,44,14,34,23,1151,239,Matches,Rennes,Ligue-1
2213,Arnaud Kalimuendo,fr FRA,"FW,MF",23-112,27.6,856,16,70,414,384,124,848,60,21,35.0,37,61.7,506,2656,1222,47,29,25,58,57,663,164,Matches,Rennes,Ligue-1
2214,Lorenz Assignon,tg TOG,"DF,MF",24-324,25.2,1581,65,337,676,578,77,1581,72,27,37.5,43,59.7,775,4975,2873,93,69,24,56,34,975,199,Matches,Rennes,Ligue-1
2215,Ludovic Blas,fr FRA,"MF,FW",27-132,24.7,1235,11,128,523,603,105,1235,115,43,37.4,67,58.3,762,4864,2330,83,46,31,70,45,898,184,Matches,Rennes,Ligue-1
2216,Azor Matusiwa,nl NED,MF,27-014,22.4,1337,73,321,800,225,14,1337,21,17,81.0,3,14.3,608,2600,1111,17,15,2,21,16,801,24,Matches,Rennes,Ligue-1
2217,Hans Hateboer,nl NED,DF,31-123,18.7,1305,77,471,630,209,17,1305,10,6,60.0,3,30.0,696,3544,2021,28,20,5,11,5,876,63,Matches,Rennes,Ligue-1
2218,Steve Mandanda,fr FRA,GK,40-045,16.5,522,417,518,4,0,0,522,2,2,100.0,0,0.0,305,1511,930,0,0,0,2,1,272,1,Matches,Rennes,Ligue-1
2219,Christopher Wooh,cm CMR,DF,23-236,16.2,1028,118,477,516,45,13,1028,12,7,58.3,4,33.3,558,2873,1657,14,6,0,12,4,695,2,Matches,Rennes,Ligue-1
2220,Brice Samba,fr FRA,GK,31-017,16.0,682,516,668,14,0,0,682,0,0,,0,,382,1806,939,0,0,0,0,0,357,0,Matches,Rennes,Ligue-1
2221,Leo Skiri Østigård,no NOR,DF,25-165,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1,Matches,Rennes,Ligue-1
2222,Jordan James,wls WAL,MF,20-314,12.8,693,17,130,383,184,19,693,21,9,42.9,10,47.6,330,1489,764,21,9,6,13,10,468,15,Matches,Rennes,Ligue-1
2223,Lilian Brassier,fr FRA,DF,25-191,12.7,1002,87,401,513,97,15,1002,4,2,50.0,0,0.0,595,3230,1732,21,17,1,6,1,735,11,Matches,Rennes,Ligue-1
2224,Djaoui Cissé,fr FRA,MF,21-101,11.5,696,20,128,404,182,3,696,17,12,70.6,4,23.5,414,2445,1160,16,25,0,12,13,497,13,Matches,Rennes,Ligue-1
2225,Amine Gouiri,dz ALG,"MF,FW",25-085,11.5,474,5,43,220,217,47,474,33,15,45.5,16,48.5,266,1398,692,22,9,11,20,21,354,63,Matches,Rennes,Ligue-1
2226,Anthony Rouault,fr FRA,DF,23-348,9.8,755,115,348,390,17,8,755,0,0,,0,,463,2157,1234,3,2,0,1,2,535,0,Matches,Rennes,Ligue-1
2227,Jérémy Jacquet,fr FRA,DF,19-303,9.6,598,50,209,339,59,10,598,8,5,62.5,2,25.0,335,1631,839,7,8,1,6,3,391,4,Matches,Rennes,Ligue-1
2228,Alidu Seidu,gh GHA,DF,24-342,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17,Matches,Rennes,Ligue-1
2229,Seko Fofana,ci CIV,MF,30-005,9.0,624,10,78,352,198,25,624,24,12,50.0,11,45.8,383,2162,1093,31,17,5,9,6,500,37,Matches,Rennes,Ligue-1
2230,Albert Grønbaek,dk DEN,"MF,FW",23-354,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58,Matches,Rennes,Ligue-1
2231,Glen Kamara,fi FIN,MF,29-196,7.4,476,11,70,309,101,13,476,8,4,50.0,4,50.0,268,996,356,5,3,0,7,6,350,22,Matches,Rennes,Ligue-1
2232,Mikayil Ngor Faye,sn SEN,DF,20-302,7.6,617,41,241,336,49,7,617,6,2,33.3,4,66.7,386,1726,960,12,6,1,9,4,415,4,Matches,Rennes,Ligue-1
2233,Musa Al-Taamari,jo JOR,"FW,MF",27-336,6.3,206,2,15,71,124,41,206,20,7,35.0,9,45.0,114,984,548,21,10,9,21,7,147,39,Matches,Rennes,Ligue-1
2234,Mohamed Meité,fr FRA,FW,17-213,6.0,155,4,9,66,81,29,155,11,1,9.1,9,81.8,100,440,190,8,5,5,21,17,126,37,Matches,Rennes,Ligue-1
2235,Baptiste Santamaria,fr FRA,MF,30-064,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9,Matches,Rennes,Ligue-1
2236,Mahamadou Nagida,cm CMR,DF,19-318,4.8,289,8,64,118,113,9,289,14,5,35.7,5,35.7,169,1217,674,22,12,3,10,7,179,55,Matches,Rennes,Ligue-1
2237,Ismaël Koné,ca CAN,MF,22-340,4.5,234,8,36,136,65,6,234,10,6,60.0,3,30.0,154,1155,627,15,8,1,8,5,176,16,Matches,Rennes,Ligue-1
2238,Jota,pt POR,"FW,MF",26-043,3.7,172,1,13,65,95,16,172,13,4,30.8,8,61.5,114,655,334,13,6,5,7,2,130,35,Matches,Rennes,Ligue-1
2239,Kazeem Olaigbe,be BEL,"MF,FW",22-130,3.1,164,1,15,64,88,14,164,21,13,61.9,8,38.1,105,761,446,16,6,8,3,4,131,30,Matches,Rennes,Ligue-1
2240,Carlos Gómez,co COL,"MF,DF",22-242,3.9,173,4,17,69,89,14,173,21,8,38.1,13,61.9,112,548,246,8,3,4,11,6,122,44,Matches,Rennes,Ligue-1
2241,Kyogo Furuhashi,jp JPN,FW,30-112,1.4,20,0,4,8,8,2,20,0,0,,0,,10,24,18,0,0,0,3,1,12,3,Matches,Rennes,Ligue-1
2242,Benjamin Bourigeaud,fr FRA,MF,31-118,0.9,57,3,9,24,25,2,57,1,1,100.0,0,0.0,20,79,44,0,2,0,1,1,35,4,Matches,Rennes,Ligue-1
2243,Henrik Meister,dk DEN,FW,21-176,0.7,31,0,3,15,13,3,31,0,0,,0,,12,97,48,2,1,1,7,2,14,4,Matches,Rennes,Ligue-1
2244,Naouirou Ahamada,fr FRA,"MF,FW",23-044,0.6,31,1,12,16,3,0,31,1,0,0.0,1,100.0,16,131,55,2,1,0,1,1,17,1,Matches,Rennes,Ligue-1
2245,Gauthier Gallon,fr FRA,GK,32-019,0.5,19,12,18,1,0,0,19,0,0,,0,,12,75,45,0,0,0,0,0,13,0,Matches,Rennes,Ligue-1
2246,Ayanda Sishuba,be BEL,FW,20-099,0.0,1,1,1,0,0,0,1,0,0,,0,,1,1,0,0,0,0,0,1,1,0,Matches,Rennes,Ligue-1
2247,Gautier Larsonneur,fr FRA,GK,28-078,32.0,1269,1055,1259,11,0,0,1269,0,0,,0,,696,3217,1977,0,0,0,0,0,596,0,Matches,Saint-Etienne,Ligue-1
2248,Zuriko Davitashvili,ge GEO,"FW,MF",24-086,28.9,1248,17,138,471,667,116,1246,121,46,38.0,69,57.0,732,5275,2342,95,54,47,70,54,866,205,Matches,Saint-Etienne,Ligue-1
2249,Léo Pétrot,fr FRA,DF,28-027,27.3,1641,169,648,642,357,23,1641,14,7,50.0,7,50.0,729,2675,1245,27,15,4,23,17,932,95,Matches,Saint-Etienne,Ligue-1
2250,Pierre Ekwah Elimby,fr FRA,MF,23-117,26.6,1799,119,538,1045,235,6,1799,28,14,50.0,12,42.9,857,4035,1858,20,14,1,29,16,1242,19,Matches,Saint-Etienne,Ligue-1
2251,Mickael Nade,fr FRA,DF,26-069,23.6,1590,270,799,752,50,10,1590,8,3,37.5,4,50.0,784,3333,2002,15,11,1,16,5,1025,2,Matches,Saint-Etienne,Ligue-1
2252,Dylan Batubinsika,cd COD,DF,29-086,21.9,1427,192,754,655,22,7,1427,8,5,62.5,2,25.0,761,4069,2273,11,2,0,6,2,938,1,Matches,Saint-Etienne,Ligue-1
2253,Lucas Stassin,be BEL,FW,20-165,20.0,655,9,39,273,347,85,655,36,15,41.7,19,52.8,326,1346,558,26,13,13,57,20,455,149,Matches,Saint-Etienne,Ligue-1
2254,Dennis Appiah,fr FRA,DF,32-337,22.6,1399,88,490,577,340,25,1399,42,20,47.6,21,50.0,584,2800,1520,46,30,5,32,18,768,98,Matches,Saint-Etienne,Ligue-1
2255,Benjamin Bouchouari,ma MAR,MF,23-180,18.4,1161,24,215,599,362,14,1161,50,25,50.0,23,46.0,688,3312,1819,44,22,6,31,26,889,50,Matches,Saint-Etienne,Ligue-1
2256,Louis Mouton,fr FRA,MF,22-343,11.6,703,20,153,349,211,24,703,24,12,50.0,12,50.0,366,1633,776,18,9,2,14,13,456,51,Matches,Saint-Etienne,Ligue-1
2257,Aimen Moueffek,fr FRA,MF,24-033,11.3,538,34,109,294,144,24,538,24,11,45.8,13,54.2,290,1300,606,18,11,4,34,12,338,31,Matches,Saint-Etienne,Ligue-1
2258,Florian Tardieu,fr FRA,MF,33-020,11.9,1046,39,182,584,288,16,1046,12,2,16.7,9,75.0,546,1965,950,11,17,0,15,8,773,40,Matches,Saint-Etienne,Ligue-1
2259,Yunis Abdelhamid,ma MAR,DF,37-226,11.0,641,127,414,215,14,7,641,7,3,42.9,4,57.1,322,1732,837,4,1,0,8,3,393,3,Matches,Saint-Etienne,Ligue-1
2260,Irvin Cardona,fr FRA,FW,27-277,9.9,451,11,46,147,262,49,450,19,5,26.3,12,63.2,255,1345,614,26,21,9,34,10,353,121,Matches,Saint-Etienne,Ligue-1
2261,Mathis Amougou,fr FRA,MF,19-114,9.5,407,18,104,218,90,9,407,16,5,31.3,9,56.3,242,1169,585,8,11,2,22,8,273,17,Matches,Saint-Etienne,Ligue-1
2262,Mathieu Cafaro,fr FRA,"MF,FW",28-048,8.1,324,5,61,112,153,27,324,17,7,41.2,9,52.9,169,1138,529,19,8,7,16,10,225,51,Matches,Saint-Etienne,Ligue-1
2263,Yvann Macon,fr FRA,DF,26-223,7.8,493,23,106,213,179,16,493,19,9,47.4,9,47.4,256,1569,946,25,20,6,11,4,307,40,Matches,Saint-Etienne,Ligue-1
2264,Ibrahim Sissoko,ml MLI,FW,29-166,9.1,297,15,41,140,117,37,296,11,3,27.3,8,72.7,149,716,302,14,12,6,34,13,206,36,Matches,Saint-Etienne,Ligue-1
2265,Augustine Boakye,gh GHA,"FW,MF",24-190,8.1,349,6,32,130,191,29,349,24,13,54.2,10,41.7,194,1180,579,25,20,9,18,25,251,60,Matches,Saint-Etienne,Ligue-1
2266,Maxime Bernauer,fr FRA,DF,26-315,7.5,494,66,245,231,20,3,494,2,1,50.0,1,50.0,294,1471,972,5,4,0,2,2,341,0,Matches,Saint-Etienne,Ligue-1
2267,Pierre Cornud,fr FRA,DF,28-151,6.4,397,41,171,154,78,0,397,7,2,28.6,5,71.4,190,838,459,11,8,0,4,2,212,17,Matches,Saint-Etienne,Ligue-1
2268,Ben Old,nz NZL,"FW,MF",22-272,5.6,204,4,39,66,105,20,204,20,9,45.0,10,50.0,125,845,363,13,6,6,16,6,153,44,Matches,Saint-Etienne,Ligue-1
2269,Lamine Fomba,fr FRA,MF,27-106,2.4,183,6,29,117,39,3,183,3,2,66.7,1,33.3,114,705,291,5,5,0,8,2,134,5,Matches,Saint-Etienne,Ligue-1
2270,Djylian N'Guessan,fr FRA,FW,16-255,1.9,73,0,9,34,30,9,73,8,1,12.5,6,75.0,45,196,52,1,1,2,4,4,56,14,Matches,Saint-Etienne,Ligue-1
2271,Marwann Nzuzi,fr FRA,DF,20-361,1.4,72,3,31,28,13,0,72,2,0,0.0,2,100.0,34,142,59,2,1,0,3,2,40,5,Matches,Saint-Etienne,Ligue-1
2272,Ibrahima Wadji,sn SEN,"FW,MF",30-007,3.1,91,0,12,36,43,15,91,9,6,66.7,3,33.3,53,418,157,9,5,3,14,10,63,18,Matches,Saint-Etienne,Ligue-1
2273,Ayman Aiki,fr FRA,"FW,MF",19-321,1.4,48,1,10,20,19,2,48,4,0,0.0,4,100.0,33,169,95,4,2,1,5,7,37,8,Matches,Saint-Etienne,Ligue-1
2274,Beres Owusu,fr FRA,DF,21-235,1.0,44,5,15,19,10,1,44,0,0,,0,,19,84,32,0,2,0,1,1,20,0,Matches,Saint-Etienne,Ligue-1
2275,Igor Miladinović,rs SRB,"FW,MF",21-338,0.3,20,2,7,8,5,0,20,1,0,0.0,1,100.0,10,41,10,0,1,0,1,1,14,1,Matches,Saint-Etienne,Ligue-1
2276,Kévin Pedro,fr FRA,DF,19-080,0.1,17,4,8,8,1,0,17,1,1,100.0,0,0.0,8,60,38,2,0,0,0,0,4,1,Matches,Saint-Etienne,Ligue-1
2277,Jibril Othman,tn TUN,FW,21-016,0.1,1,0,0,1,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,Matches,Saint-Etienne,Ligue-1
2278,Anthony Briançon,fr FRA,DF,30-165,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,Saint-Etienne,Ligue-1
2279,Andrey Santos,br BRA,MF,21-009,30.7,1938,108,630,1125,205,35,1938,36,17,47.2,14,38.9,984,3995,2336,29,12,3,43,10,1241,26,Matches,Strasbourg,Ligue-1
2280,Đorđe Petrović,rs SRB,GK,25-216,30.0,1594,1013,1579,15,0,0,1594,1,1,100.0,0,0.0,1063,4356,2394,1,0,0,0,0,1073,0,Matches,Strasbourg,Ligue-1
2281,Ismaël Doukouré,fr FRA,"DF,MF",21-292,28.3,1876,198,815,986,83,7,1876,16,12,75.0,4,25.0,1098,4558,2494,19,5,0,20,18,1338,9,Matches,Strasbourg,Ligue-1
2282,Guela Doué,ci CIV,DF,22-207,29.2,2353,151,985,1115,273,28,2353,37,24,64.9,13,35.1,1147,5231,3015,50,22,4,42,12,1461,52,Matches,Strasbourg,Ligue-1
2283,Diego Moreira,pt POR,"DF,MF",20-279,27.5,1643,82,395,713,565,80,1643,124,57,46.0,58,46.8,915,5698,3181,96,60,36,62,30,1059,236,Matches,Strasbourg,Ligue-1
2284,Dilane Bakwa,fr FRA,"MF,DF",22-259,26.9,1383,21,168,567,670,77,1383,125,49,39.2,64,51.2,868,5789,2869,105,68,41,56,34,1019,243,Matches,Strasbourg,Ligue-1
2285,Habib Diarra,sn SEN,"MF,FW",21-129,25.9,1200,50,272,604,338,40,1198,48,13,27.1,31,64.6,698,3443,1827,61,37,12,29,22,873,113,Matches,Strasbourg,Ligue-1
2286,Emanuel Emegha,nl NED,FW,22-098,25.5,577,36,86,249,249,99,577,28,7,25.0,20,71.4,341,1850,860,37,20,32,59,30,423,104,Matches,Strasbourg,Ligue-1
2287,Mamadou Sarr,fr FRA,DF,19-256,25.3,1884,241,1026,825,40,12,1884,19,10,52.6,9,47.4,1190,5084,2543,7,9,1,14,10,1412,1,Matches,Strasbourg,Ligue-1
2288,Sebastian Nanasi,se SWE,"MF,FW",22-361,22.4,953,22,139,454,373,70,953,38,17,44.7,19,50.0,537,2641,1522,52,38,15,20,15,660,122,Matches,Strasbourg,Ligue-1
2289,Félix Lemaréchal,fr FRA,"MF,FW",21-278,18.8,898,25,172,429,305,54,898,44,21,47.7,21,47.7,436,2264,1079,30,18,7,49,21,595,82,Matches,Strasbourg,Ligue-1
2290,Valentín Barco,ar ARG,"MF,DF",20-293,12.1,864,45,287,404,183,15,864,20,9,45.0,10,50.0,473,1833,982,18,25,2,21,10,585,53,Matches,Strasbourg,Ligue-1
2291,Saidou Sow,gn GUI,DF,22-312,11.3,735,112,476,245,16,8,735,2,1,50.0,1,50.0,465,1531,687,0,1,0,4,3,548,2,Matches,Strasbourg,Ligue-1
2292,Abakar Sylla,ci CIV,DF,22-138,10.6,791,151,510,258,26,9,791,6,3,50.0,3,50.0,425,1490,618,0,1,0,5,4,497,3,Matches,Strasbourg,Ligue-1
2293,Sekou Mara,fr FRA,"FW,MF",22-286,7.7,284,3,21,154,111,26,284,27,11,40.7,14,51.9,173,740,237,7,5,4,28,15,212,45,Matches,Strasbourg,Ligue-1
2294,Andrew Omobamidele,ie IRL,DF,22-323,6.0,464,79,291,169,5,0,464,2,1,50.0,0,0.0,258,1171,606,0,1,0,3,1,324,0,Matches,Strasbourg,Ligue-1
2295,Guimissongui Ouattara,fr FRA,"DF,FW",19-202,5.1,247,16,70,113,66,7,247,4,2,50.0,2,50.0,116,541,223,7,4,4,6,4,162,14,Matches,Strasbourg,Ligue-1
2296,Samuel Amo-Ameyaw,eng ENG,"DF,MF",18-298,3.4,161,2,29,71,65,10,161,12,5,41.7,4,33.3,93,698,300,11,10,4,6,2,111,18,Matches,Strasbourg,Ligue-1
2297,Karl-Johan Johnsson,se SWE,GK,35-104,3.0,142,122,142,0,0,0,142,0,0,,0,,98,445,248,0,0,0,0,0,84,0,Matches,Strasbourg,Ligue-1
2298,Caleb Wiley,us USA,"DF,MF",20-141,3.0,149,7,56,59,35,4,149,1,0,0.0,1,100.0,70,337,144,3,2,0,7,4,90,9,Matches,Strasbourg,Ligue-1
2299,Junior Mwanga,fr FRA,MF,22-001,3.3,177,6,55,113,13,1,177,6,2,33.3,4,66.7,99,428,138,2,2,0,5,6,119,2,Matches,Strasbourg,Ligue-1
2300,Marvin Senaya,tg TOG,DF,24-104,2.5,173,12,88,73,15,0,173,2,0,0.0,1,50.0,72,231,109,1,1,0,0,1,86,2,Matches,Strasbourg,Ligue-1
2301,Jérémy Sebas,mq MTQ,"FW,MF",22-028,2.1,70,2,11,25,35,9,70,8,6,75.0,2,25.0,41,245,156,6,2,2,6,4,46,10,Matches,Strasbourg,Ligue-1
2302,Pape Daouda Diongue,sn SEN,"MF,FW",,0.9,78,3,18,44,16,5,78,4,0,0.0,4,100.0,40,159,71,2,2,0,3,1,53,3,Matches,Strasbourg,Ligue-1
2303,Eduard Sobol,ua UKR,DF,30-022,1.1,53,12,37,14,2,0,53,0,0,,0,,19,56,10,0,1,0,1,0,18,2,Matches,Strasbourg,Ligue-1
