,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Squad,League
164,Joshua Acheampong,eng ENG,DF,19-020,1.9,2,1.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
165,Tyrique George,eng ENG,FW,19-110,2.0,7,3.44,6,0,1,0,0,0,1,0.49,1,0,0,0,0,0,Matches,Chelsea,Premier-League
166,Renato Veiga,pt POR,"DF,MF",21-300,2.0,1,0.49,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
167,Mykhailo Mudryk,ua UKR,FW,24-140,1.7,6,3.6,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
168,Marc Guiu,es ESP,FW,19-141,0.8,1,1.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
169,Mathis Amougou,fr FRA,MF,19-127,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
170,Shumaira Mheuka,eng ENG,MF,17-217,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Chelsea,Premier-League
171,Dean Henderson,eng ENG,GK,28-074,37.0,3,0.08,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
172,Daniel Muñoz,co COL,DF,28-364,34.9,85,2.44,69,2,2,6,1,5,11,0.32,9,0,1,1,0,0,Matches,Crystal-Palace,Premier-League
173,Tyrick Mitchell,eng ENG,DF,25-266,33.4,71,2.13,64,1,0,3,2,1,6,0.18,5,0,0,0,1,0,Matches,Crystal-Palace,Premier-League
174,Marc Guéhi,eng ENG,DF,24-316,34.0,44,1.29,36,0,0,4,2,2,5,0.15,4,0,0,0,0,1,Matches,Crystal-Palace,Premier-League
175,Maxence Lacroix,fr FRA,DF,25-049,33.6,28,0.83,23,1,0,4,0,0,4,0.12,2,1,0,1,0,0,Matches,Crystal-Palace,Premier-League
176,Jean-Philippe Mateta,fr FRA,FW,27-331,28.7,65,2.26,44,0,5,11,5,0,10,0.35,5,0,3,2,0,0,Matches,Crystal-Palace,Premier-League
177,Eberechi Eze,eng ENG,"MF,FW",26-330,28.1,133,4.74,70,29,11,13,9,1,10,0.36,9,1,0,0,0,0,Matches,Crystal-Palace,Premier-League
178,Ismaila Sarr,sn SEN,MF,27-089,29.1,108,3.71,80,0,6,8,14,0,12,0.41,9,0,1,0,2,0,Matches,Crystal-Palace,Premier-League
179,Jefferson Lerma,co COL,"MF,DF",30-212,24.3,46,1.9,37,5,0,3,0,1,3,0.12,3,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
180,Will Hughes,eng ENG,MF,30-038,22.6,66,2.93,41,17,1,2,5,0,6,0.27,2,3,0,1,0,0,Matches,Crystal-Palace,Premier-League
181,Chris Richards,us USA,DF,25-058,20.4,8,0.39,4,0,0,2,1,1,2,0.1,0,0,0,2,0,0,Matches,Crystal-Palace,Premier-League
182,Adam Wharton,eng ENG,MF,20-357,14.6,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0,Matches,Crystal-Palace,Premier-League
183,Daichi Kamada,jp JPN,MF,28-293,16.4,50,3.05,37,6,1,3,1,2,3,0.18,2,1,0,0,0,0,Matches,Crystal-Palace,Premier-League
184,Trevoh Chalobah,eng ENG,DF,25-324,11.8,11,0.93,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
185,Eddie Nketiah,eng ENG,"FW,MF",25-360,11.2,31,2.77,20,0,3,3,5,0,3,0.27,2,0,0,0,1,0,Matches,Crystal-Palace,Premier-League
186,Nathaniel Clyne,eng ENG,"DF,MF",34-050,5.4,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
187,Justin Devenny,nir NIR,MF,21-226,5.3,15,2.82,12,2,0,1,0,0,1,0.19,1,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
188,Cheick Doucouré,ml MLI,MF,25-137,5.0,9,1.79,5,0,0,2,1,1,3,0.6,1,0,0,1,1,0,Matches,Crystal-Palace,Premier-League
189,Ben Chilwell,eng ENG,DF,28-155,2.9,8,2.77,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
190,Romain Esse,eng ENG,MF,20-012,1.4,8,5.63,6,0,1,0,1,0,3,2.11,1,0,1,0,1,0,Matches,Crystal-Palace,Premier-League
191,Odsonne Édouard,fr FRA,"MF,FW",27-129,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
192,Joachim Andersen,dk DEN,DF,28-359,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
193,Chadi Riad,ma MAR,DF,21-342,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
194,Joel Ward,eng ENG,DF,35-208,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
195,Jeffrey Schlupp,gh GHA,"MF,DF",32-153,1.1,7,6.06,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
196,Matheus França,br BRA,"MF,FW",21-054,0.6,2,3.33,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
197,Jordan Ayew,gh GHA,"FW,MF",33-256,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
198,Caleb Kporha,eng ENG,DF,18-314,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
199,Asher Agbinone,eng ENG,MF,19-239,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Crystal-Palace,Premier-League
200,Jordan Pickford,eng ENG,GK,31-079,37.0,12,0.32,11,1,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches,Everton,Premier-League
201,Vitaliy Mykolenko,ua UKR,DF,25-361,33.2,40,1.2,37,0,1,2,0,0,3,0.09,2,0,0,1,0,0,Matches,Everton,Premier-League
202,Idrissa Gana Gueye,sn SEN,MF,35-241,33.0,58,1.76,50,0,1,2,3,2,4,0.12,4,0,0,0,0,0,Matches,Everton,Premier-League
203,James Tarkowski,eng ENG,DF,32-187,32.5,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0,Matches,Everton,Premier-League
204,Abdoulaye Doucouré,ml MLI,MF,32-144,28.3,58,2.05,52,0,3,2,0,1,3,0.11,2,0,0,0,0,1,Matches,Everton,Premier-League
205,Jarrad Branthwaite,eng ENG,DF,22-332,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0,Matches,Everton,Premier-League
206,Iliman Ndiaye,sn SEN,FW,25-080,26.2,63,2.41,48,0,8,1,6,0,7,0.27,4,0,2,0,1,0,Matches,Everton,Premier-League
207,Jack Harrison,eng ENG,FW,28-186,22.1,56,2.54,38,8,4,2,4,0,4,0.18,1,0,0,1,2,0,Matches,Everton,Premier-League
208,Dominic Calvert-Lewin,eng ENG,FW,28-070,17.8,25,1.4,14,0,4,2,3,2,4,0.22,1,0,2,0,1,0,Matches,Everton,Premier-League
209,Ashley Young,eng ENG,DF,39-320,19.8,44,2.22,33,7,0,1,2,1,6,0.3,4,0,0,1,0,1,Matches,Everton,Premier-League
210,James Garner,eng ENG,"MF,DF",24-073,16.7,37,2.22,26,11,0,0,0,0,5,0.3,4,1,0,0,0,0,Matches,Everton,Premier-League
211,Jake O'Brien,ie IRL,DF,24-010,16.5,16,0.97,14,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
212,Dwight McNeil,eng ENG,"MF,FW",25-184,15.1,71,4.71,38,22,6,2,2,1,10,0.66,5,2,2,0,0,1,Matches,Everton,Premier-League
213,Jesper Lindstrøm,dk DEN,FW,25-085,13.8,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0,Matches,Everton,Premier-League
214,Beto,gw GNB,FW,27-114,16.1,23,1.43,14,0,3,3,3,0,1,0.06,1,0,0,0,0,0,Matches,Everton,Premier-League
215,Orel Mangala,be BEL,MF,27-068,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches,Everton,Premier-League
216,Michael Keane,eng ENG,DF,32-134,10.7,6,0.56,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
217,Carlos Alcaraz,ar ARG,"FW,MF",22-176,7.7,29,3.79,23,1,3,1,1,0,6,0.78,5,0,0,1,0,0,Matches,Everton,Premier-League
218,Tim Iroegbunam,eng ENG,MF,21-329,6.4,10,1.57,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0,Matches,Everton,Premier-League
219,Armando Broja,al ALB,FW,23-257,3.7,7,1.89,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
220,Nathan Patterson,sct SCO,DF,23-221,3.9,11,2.85,8,1,2,0,0,0,1,0.26,1,0,0,0,0,0,Matches,Everton,Premier-League
221,Séamus Coleman,ie IRL,DF,36-226,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,Matches,Everton,Premier-League
222,Roman Dixon,eng ENG,DF,20-150,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
223,Harrison Armstrong,eng ENG,MF,18-126,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
224,Youssef Chermiti,pt POR,"FW,MF",21-001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
225,Mason Holgate,eng ENG,"FW,DF",28-215,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Everton,Premier-League
226,Bernd Leno,de GER,GK,33-082,37.0,5,0.14,5,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches,Fulham,Premier-League
227,Alex Iwobi,ng NGA,"FW,MF",29-022,32.8,121,3.69,105,0,8,6,2,0,16,0.49,13,0,2,1,0,0,Matches,Fulham,Premier-League
228,Antonee Robinson,us USA,DF,27-290,34.2,79,2.31,74,1,1,2,0,1,11,0.32,11,0,0,0,0,0,Matches,Fulham,Premier-League
229,Calvin Bassey,ng NGA,DF,25-145,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,Matches,Fulham,Premier-League
230,Raúl Jiménez,mx MEX,FW,34-020,26.7,65,2.43,47,1,2,9,5,1,7,0.26,4,0,0,1,1,1,Matches,Fulham,Premier-League
231,Joachim Andersen,dk DEN,DF,28-359,27.7,32,1.16,24,1,0,7,0,0,2,0.07,1,1,0,0,0,0,Matches,Fulham,Premier-League
232,Saša Lukić,rs SRB,MF,28-285,25.1,55,2.19,36,12,0,5,1,1,4,0.16,3,0,0,1,0,0,Matches,Fulham,Premier-League
233,Sander Berge,no NOR,MF,27-100,24.7,45,1.83,40,1,1,1,0,2,2,0.08,2,0,0,0,0,0,Matches,Fulham,Premier-League
234,Emile Smith Rowe,eng ENG,MF,24-301,22.4,71,3.17,55,0,3,8,2,3,12,0.54,10,0,1,0,0,1,Matches,Fulham,Premier-League
235,Andreas Pereira,br BRA,MF,29-144,21.7,103,4.75,53,41,0,4,4,1,8,0.37,4,2,0,0,2,0,Matches,Fulham,Premier-League
236,Kenny Tete,nl NED,DF,29-228,18.7,36,1.92,28,0,2,3,2,1,4,0.21,4,0,0,0,0,0,Matches,Fulham,Premier-League
237,Adama Traoré,es ESP,"FW,MF",29-120,18.9,81,4.29,65,0,9,4,1,2,10,0.53,9,0,1,0,0,0,Matches,Fulham,Premier-League
238,Timothy Castagne,be BEL,DF,29-171,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0,Matches,Fulham,Premier-League
239,Issa Diop,fr FRA,DF,28-136,14.9,6,0.4,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
240,Harry Wilson,wls WAL,"FW,MF",28-064,12.2,41,3.35,29,6,0,3,2,1,3,0.25,2,0,0,0,1,0,Matches,Fulham,Premier-League
241,Rodrigo Muniz,br BRA,FW,24-021,10.7,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0,Matches,Fulham,Premier-League
242,Ryan Sessegnon,eng ENG,"FW,DF",25-007,6.3,20,3.19,17,0,0,2,1,0,4,0.64,4,0,0,0,0,0,Matches,Fulham,Premier-League
243,Reiss Nelson,eng ENG,FW,25-166,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,Matches,Fulham,Premier-League
244,Jorge Cuenca,es ESP,DF,25-189,2.9,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
245,Tom Cairney,sct SCO,MF,34-125,6.2,31,5.0,27,2,0,1,1,0,3,0.48,3,0,0,0,0,0,Matches,Fulham,Premier-League
246,Willian,br BRA,"FW,MF",36-289,2.9,17,5.93,11,4,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
247,Joshua King,eng ENG,MF,18-142,1.3,8,6.37,6,0,1,1,0,0,2,1.59,2,0,0,0,0,0,Matches,Fulham,Premier-League
248,Harrison Reed,eng ENG,MF,30-118,1.2,1,0.89,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
249,Martial Godo,eng ENG,"FW,DF",22-072,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
250,Carlos Vinícius,br BRA,"MF,FW",30-061,0.2,2,11.25,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
251,Jay Stansfield,eng ENG,MF,22-182,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Fulham,Premier-League
252,Dara O'Shea,ie IRL,DF,25.0,33.7,24,0.71,19,0,0,2,2,1,4,0.12,4,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
253,Liam Delap,eng ENG,FW,21.0,28.6,62,2.17,28,0,12,7,13,2,7,0.25,3,0,2,0,2,0,Matches,Ipswich-Town,Premier-League
254,Leif Davis,eng ENG,DF,24.0,29.5,90,3.05,45,37,3,3,1,1,4,0.14,3,0,1,0,0,0,Matches,Ipswich-Town,Premier-League
255,Sam Morsy,eg EGY,MF,32.0,29.6,50,1.69,45,4,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
256,Omari Hutchinson,eng ENG,"MF,FW",20.0,27.7,78,2.82,57,0,9,5,5,2,6,0.22,6,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
257,Jacob Greaves,eng ENG,DF,23.0,23.5,17,0.72,14,1,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
258,Jens Cajuste,se SWE,MF,24.0,20.9,33,1.58,26,2,4,0,0,1,1,0.05,0,0,1,0,0,0,Matches,Ipswich-Town,Premier-League
259,Axel Tuanzebe,cd COD,DF,26.0,18.0,17,0.94,15,1,0,0,1,0,2,0.11,2,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
260,Arijanet Muric,xk KVX,GK,25.0,18.0,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
261,Cameron Burgess,au AUS,DF,28.0,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
262,Ben Johnson,eng ENG,"DF,FW",24.0,15.0,24,1.6,12,9,0,1,2,0,5,0.33,4,0,0,1,0,0,Matches,Ipswich-Town,Premier-League
263,Kalvin Phillips,eng ENG,MF,28.0,13.7,17,1.24,13,3,0,1,0,0,3,0.22,3,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
264,Alex Palmer,eng ENG,GK,27.0,13.0,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
265,Sammie Szmodics,ie IRL,"FW,MF",28.0,10.9,9,0.83,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
266,Luke Woolfenden,eng ENG,DF,25.0,13.2,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
267,Jack Clarke,eng ENG,"FW,MF",23.0,12.9,48,3.73,41,2,3,0,0,2,5,0.39,4,1,0,0,0,0,Matches,Ipswich-Town,Premier-League
268,Wes Burns,wls WAL,"FW,DF",29.0,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
269,Julio Enciso,py PAR,"MF,FW",20.0,9.7,29,3.0,16,4,6,2,0,1,4,0.41,2,1,1,0,0,0,Matches,Ipswich-Town,Premier-League
270,Conor Chaplin,eng ENG,"MF,FW",27.0,8.8,21,2.4,19,2,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
271,Nathan Broadhead,wls WAL,"MF,FW",26.0,6.9,19,2.74,14,0,5,0,0,0,2,0.29,1,0,1,0,0,0,Matches,Ipswich-Town,Premier-League
272,Christian Walton,eng ENG,GK,28.0,6.0,2,0.33,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
273,Jaden Philogene Bidace,eng ENG,"FW,DF",22.0,5.3,9,1.71,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
274,Jack Taylor,ie IRL,MF,26.0,9.4,22,2.34,15,1,2,2,0,2,2,0.21,2,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
275,George Hirst,sct SCO,FW,25.0,6.6,8,1.21,7,0,0,1,0,0,3,0.45,2,0,0,1,0,0,Matches,Ipswich-Town,Premier-League
276,Harry Clarke,eng ENG,DF,23.0,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
277,Conor Townsend,eng ENG,DF,31.0,3.7,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
278,Chiedozie Ogbene,ie IRL,FW,27.0,2.6,3,1.13,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
279,Massimo Luongo,au AUS,MF,31.0,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
280,Ben Godfrey,eng ENG,DF,26.0,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
281,Ali Al Hamadi,iq IRQ,FW,22.0,1.5,8,5.37,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
282,Marcus Harness,eng ENG,MF,28.0,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
283,George Edmundson,eng ENG,DF,26.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Ipswich-Town,Premier-League
284,Jamie Vardy,eng ENG,FW,38-134,31.4,47,1.5,33,0,6,2,6,0,10,0.32,5,0,2,1,2,0,Matches,Leicester-City,Premier-League
285,James Justin,eng ENG,DF,27-091,31.4,33,1.05,21,2,1,4,5,0,2,0.06,2,0,0,0,0,0,Matches,Leicester-City,Premier-League
286,Wout Faes,be BEL,DF,27-052,30.3,17,0.56,15,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
287,Victor Bernth Kristiansen,dk DEN,DF,22-160,26.6,41,1.54,32,6,1,0,2,0,3,0.11,3,0,0,0,0,0,Matches,Leicester-City,Premier-League
288,Wilfred Ndidi,ng NGA,MF,28-160,25.8,31,1.2,29,0,1,1,0,0,4,0.15,4,0,0,0,0,0,Matches,Leicester-City,Premier-League
289,Mads Hermansen,dk DEN,GK,24-318,26.5,3,0.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
290,Bilal El Khannouss,ma MAR,"MF,FW",21-015,24.2,78,3.22,54,9,8,4,3,0,7,0.29,5,1,0,1,0,0,Matches,Leicester-City,Premier-League
291,Boubakary Soumaré,fr FRA,MF,26-087,23.1,35,1.51,27,0,5,1,2,0,3,0.13,3,0,0,0,0,0,Matches,Leicester-City,Premier-League
292,Conor Coady,eng ENG,DF,32-089,18.0,6,0.33,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
293,Jordan Ayew,gh GHA,"FW,MF",33-256,17.2,39,2.27,24,8,2,3,1,1,2,0.12,1,0,0,1,0,0,Matches,Leicester-City,Premier-League
294,Harry Winks,eng ENG,MF,29-112,17.1,39,2.28,29,7,1,1,1,0,3,0.18,2,1,0,0,0,0,Matches,Leicester-City,Premier-League
295,Stephy Mavididi,eng ENG,FW,26-359,17.9,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0,Matches,Leicester-City,Premier-League
296,Jannik Vestergaard,dk DEN,DF,32-295,15.5,7,0.45,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
297,Facundo Buonanotte,ar ARG,"FW,MF",20-153,16.7,51,3.05,27,11,9,1,3,0,5,0.3,1,2,2,0,0,0,Matches,Leicester-City,Premier-League
298,Caleb Okoli,it ITA,DF,23-316,12.5,4,0.32,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
299,Luke Thomas,eng ENG,DF,23-349,11.5,15,1.3,11,3,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches,Leicester-City,Premier-League
300,Oliver Skipp,eng ENG,MF,24-251,11.8,15,1.28,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
301,Jakub Stolarczyk,pl POL,GK,24-157,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
302,Bobby De Cordova-Reid,jm JAM,FW,32-112,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0,Matches,Leicester-City,Premier-League
303,Kasey McAteer,ie IRL,"FW,MF",23-184,8.5,20,2.35,18,0,0,0,2,0,2,0.23,1,0,0,0,1,0,Matches,Leicester-City,Premier-League
304,Abdul Fatawu Issahaku,gh GHA,FW,21-078,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Matches,Leicester-City,Premier-League
305,Patson Daka,zm ZAM,"FW,MF",26-228,7.4,10,1.36,7,0,2,1,0,0,1,0.14,0,0,1,0,0,0,Matches,Leicester-City,Premier-League
306,Ricardo Pereira,pt POR,DF,31-231,4.1,3,0.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
307,Danny Ward,wls WAL,GK,31-337,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
308,Hamza Choudhury,bd BAN,"MF,DF",27-236,1.5,3,2.05,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
309,Woyo Coulibaly,fr FRA,DF,26-005,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
310,Jeremy Monga,,"FW,MF",,1.0,1,0.97,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
311,Odsonne Édouard,fr FRA,FW,27-129,0.3,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
312,Jake Evans,,FW,,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
313,Will Alves,eng ENG,FW,20-111,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
314,Michael Golding,eng ENG,MF,19-002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leicester-City,Premier-League
315,Mohamed Salah,eg EGY,FW,32-344,36.5,164,4.5,119,2,22,14,5,2,27,0.74,20,0,5,2,0,0,Matches,Liverpool,Premier-League
316,Virgil van Dijk,nl NED,DF,33-321,36.0,48,1.33,41,0,1,3,1,2,4,0.11,4,0,0,0,0,0,Matches,Liverpool,Premier-League
317,Ryan Gravenberch,nl NED,MF,23-009,34.4,66,1.92,58,0,5,2,0,1,6,0.17,6,0,0,0,0,0,Matches,Liverpool,Premier-League
318,Alexis Mac Allister,ar ARG,MF,26-152,28.9,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0,Matches,Liverpool,Premier-League
319,Ibrahima Konaté,fr FRA,DF,26-000,27.8,31,1.12,26,0,0,4,0,1,7,0.25,6,0,0,0,0,1,Matches,Liverpool,Premier-League
320,Dominik Szoboszlai,hu HUN,MF,24-212,27.0,117,4.33,88,7,5,13,3,1,16,0.59,12,1,0,3,0,0,Matches,Liverpool,Premier-League
321,Andrew Robertson,sct SCO,DF,31-075,26.6,78,2.93,66,9,1,1,0,1,4,0.15,4,0,0,0,0,0,Matches,Liverpool,Premier-League
322,Trent Alexander-Arnold,eng ENG,DF,26-230,25.8,95,3.68,73,14,4,4,0,0,10,0.39,9,1,0,0,0,0,Matches,Liverpool,Premier-League
323,Alisson,br BRA,GK,32-235,26.9,6,0.22,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,Liverpool,Premier-League
324,Luis Díaz,co COL,FW,28-132,25.9,117,4.52,88,0,16,9,4,0,16,0.62,13,0,1,0,2,0,Matches,Liverpool,Premier-League
325,Cody Gakpo,nl NED,FW,26-018,20.5,76,3.71,55,0,9,5,5,2,7,0.34,3,0,3,0,1,0,Matches,Liverpool,Premier-League
326,Curtis Jones,eng ENG,"MF,DF",24-115,18.0,49,2.72,42,1,0,4,2,0,8,0.44,5,1,0,1,1,0,Matches,Liverpool,Premier-League
327,Diogo Jota,pt POR,FW,28-172,13.0,35,2.7,22,0,6,5,1,1,9,0.7,5,0,2,1,1,0,Matches,Liverpool,Premier-League
328,Caoimhín Kelleher,ie IRL,GK,26-183,10.0,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches,Liverpool,Premier-League
329,Kostas Tsimikas,gr GRE,DF,29-013,9.3,31,3.33,21,9,0,0,1,0,2,0.21,1,1,0,0,0,0,Matches,Liverpool,Premier-League
330,Darwin Núñez,uy URU,FW,25-335,12.3,30,2.44,20,0,4,1,2,3,4,0.33,3,0,0,0,1,0,Matches,Liverpool,Premier-League
331,Conor Bradley,nir NIR,DF,21-320,7.9,19,2.42,13,0,5,0,1,0,4,0.51,3,0,1,0,0,0,Matches,Liverpool,Premier-League
332,Joe Gomez,eng ENG,DF,28-002,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,Liverpool,Premier-League
333,Jarell Quansah,eng ENG,DF,22-116,5.5,3,0.55,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Liverpool,Premier-League
